"date","variety","price"
"2020-8-6","莲藕","6.5"
"2020-8-6","菠菜","8.9"
"2020-8-6","小白菜","2.9"
"2020-8-6","木耳","7.5"
"2020-8-6","苦瓜","2.7"
"2020-8-6","条形辣椒干（小米椒）","8.9"
"2020-8-6","大葱","2.7"
"2020-8-6","大白菜","1.6"
"2020-8-6","丝瓜","3"
"2020-8-6","香菇","11.5"
"2020-8-6","茭白","7.5"
"2020-8-6","生菜","4.4"
"2020-8-6","西瓜","1.9"
"2020-8-6","胡萝卜","4.4"
"2020-8-6","生姜","13.4"
"2020-8-6","豇豆","5.9"
"2020-8-6","西兰花","7.8"
"2020-8-6","大蒜","5.3"
"2020-8-6","豆角","4.8"
"2020-8-10","条形辣椒干（小米椒）","9.6"
"2020-8-10","土豆","2.4"
"2020-8-10","生菜","4.1"
"2020-8-10","西兰花","7.9"
"2020-8-10","山药","4.5"
"2020-8-10","南瓜","1.4"
"2020-8-10","菠菜","9.2"
"2020-8-10","小白菜","3.2"
"2020-8-10","木耳","7.7"
"2020-8-10","香菇","11.3"
"2020-8-10","黄瓜","2.8"
"2020-8-10","茄子","1.8"
"2020-8-10","莴笋","3.1"
"2020-8-10","生姜","13.2"
"2020-8-10","平菇","7.7"
"2020-8-10","西葫芦","2.3"
"2020-8-10","白萝卜","2.4"
"2020-8-10","芹菜","3.9"
"2020-8-10","菜花","4.1"
"2020-8-10","豇豆","5"
"2020-8-10","茭白","7.9"
"2020-8-10","胡萝卜","3.8"
"2020-8-10","油菜","3.9"
"2020-8-10","豆角","5.4"
"2020-8-10","丝瓜","1.7"
"2020-8-11","大葱","3.3"
"2020-8-11","葱头","1.45"
"2020-8-11","红萝卜","3.1"
"2020-8-11","大白菜","1.65"
"2020-8-11","条形辣椒干（小米椒）","9.1"
"2020-8-11","西红柿","2.1"
"2020-8-11","丝瓜","1.8"
"2020-8-11","冬瓜","1.5"
"2020-8-11","青椒","5.4"
"2020-8-11","生姜","14.1"
"2020-8-11","芹菜","3.7"
"2020-8-10","西瓜","2.1"
"2020-8-10","韭菜","6.5"
"2020-8-10","大葱","3.6"
"2020-8-10","洋白菜","2.3"
"2020-8-10","芋头","6.3"
"2020-8-10","冬瓜","1.4"
"2020-8-10","苦瓜","2.9"
"2020-8-10","莲藕","7.9"
"2020-8-10","青椒","5.7"
"2020-8-10","西红柿","1.8"
"2020-8-10","蒜薹","4"
"2020-8-10","大蒜","5.2"
"2020-8-10","葱头","1.4"
"2020-8-10","红萝卜","3.6"
"2020-8-12","条形辣椒干（小米椒）","8.9"
"2020-8-12","大蒜","4.9"
"2020-8-11","胡萝卜","4.05"
"2020-8-11","白萝卜","2.4"
"2020-8-11","韭菜","6.2"
"2020-8-11","西葫芦","2.5"
"2020-8-11","蒜薹","4.1"
"2020-8-11","芋头","4.5"
"2020-8-11","山药","4.6"
"2020-8-11","菜花","4.1"
"2020-8-11","土豆","2.3"
"2020-8-11","茄子","2"
"2020-8-11","莲藕","6.6"
"2020-8-11","莴笋","2.7"
"2020-8-11","大蒜","4.9"
"2020-8-11","菠菜","9.1"
"2020-8-11","油菜","3.4"
"2020-8-11","西兰花","7.5"
"2020-8-11","小白菜","3.3"
"2020-8-11","生菜","4.3"
"2020-8-11","南瓜","1.2"
"2020-8-11","茭白","7.7"
"2020-8-11","洋白菜","2.1"
"2020-8-11","苦瓜","2.7"
"2020-8-11","黄瓜","2.4"
"2020-8-12","莴笋","2.5"
"2020-8-12","西瓜","2.1"
"2020-8-12","生菜","4.2"
"2020-8-12","苦瓜","2.5"
"2020-8-12","茄子","1.9"
"2020-8-12","胡萝卜","4.2"
"2020-8-12","白萝卜","2.3"
"2020-8-12","韭菜","6.1"
"2020-8-12","西兰花","7.8"
"2020-8-12","莲藕","6.4"
"2020-8-12","山药","4.5"
"2020-8-12","冬瓜","1.5"
"2020-8-12","菠菜","9"
"2020-8-12","青椒","5.2"
"2020-8-12","红萝卜","2.9"
"2020-8-12","油菜","3.3"
"2020-8-12","菜花","4.2"
"2020-8-12","蒜薹","4.3"
"2020-8-12","丝瓜","1.9"
"2020-8-12","西红柿","1.9"
"2020-8-12","葱头","1.45"
"2020-8-12","木耳","7.2"
"2020-8-12","香菇","10.3"
"2020-8-12","生姜","14.5"
"2020-8-12","大葱","3.1"
"2020-8-13","条形辣椒干（小米椒）","9"
"2020-8-13","茭白","7.7"
"2020-8-13","西葫芦","2.5"
"2020-8-13","青椒","4.9"
"2020-8-13","大葱","3.3"
"2020-8-13","芋头","4.5"
"2020-8-13","丝瓜","1.8"
"2020-8-13","蒜薹","4.1"
"2020-8-13","莲藕","6.6"
"2020-8-13","豇豆","4.6"
"2020-8-13","白萝卜","2.4"
"2020-8-13","大白菜","1.65"
"2020-8-12","芋头","4.3"
"2020-8-12","豇豆","4.6"
"2020-8-12","洋白菜","2.1"
"2020-8-12","大白菜","1.65"
"2020-8-12","豆角","4.7"
"2020-8-12","南瓜","1.25"
"2020-8-12","土豆","2.1"
"2020-8-12","西葫芦","2.5"
"2020-8-12","黄瓜","2"
"2020-8-12","茭白","7.8"
"2020-8-12","芹菜","3.9"
"2020-8-12","小白菜","3.1"
"2020-8-12","平菇","8.5"
"2020-8-13","香菇","10.4"
"2020-8-13","冬瓜","1.5"
"2020-8-13","西兰花","7.5"
"2020-8-13","大蒜","4.9"
"2020-8-13","生菜","4.4"
"2020-8-13","平菇","9"
"2020-8-13","油菜","3.4"
"2020-8-13","木耳","7.5"
"2020-8-13","黄瓜","1.9"
"2020-8-13","茄子","2"
"2020-8-13","山药","4.6"
"2020-8-13","西红柿","2.1"
"2020-8-13","韭菜","6.2"
"2020-8-13","胡萝卜","4.05"
"2020-8-13","生姜","14.1"
"2020-8-13","洋白菜","2.1"
"2020-8-13","菠菜","9.1"
"2020-8-13","菜花","4.1"
"2020-8-13","芹菜","3.7"
"2020-8-13","土豆","2.3"
"2020-8-13","豆角","4.9"
"2020-8-13","红萝卜","3.1"
"2020-8-13","小白菜","3.3"
"2020-8-13","西瓜","2.2"
"2020-8-13","苦瓜","2.7"
"2020-8-18","红萝卜","3"
"2020-8-18","豇豆","5.2"
"2020-8-18","青椒","6.8"
"2020-8-18","芹菜","4.3"
"2020-8-18","山药","4.4"
"2020-8-18","白萝卜","2.8"
"2020-8-18","生菜","3.7"
"2020-8-18","油菜","3.9"
"2020-8-18","冬瓜","1.6"
"2020-8-18","小白菜","3.8"
"2020-8-18","西瓜","2.1"
"2020-8-18","西红柿","2.9"
"2020-8-18","大蒜","4.8"
"2020-8-18","豆角","5.2"
"2020-8-18","葱头","1.5"
"2020-8-18","土豆","2.3"
"2020-8-18","大白菜","1.7"
"2020-8-18","香菇","11.5"
"2020-8-18","菜花","4.2"
"2020-8-18","木耳","6.8"
"2020-8-18","平菇","11"
"2020-8-18","西葫芦","3"
"2020-8-13","南瓜","1.15"
"2020-8-13","莴笋","2.7"
"2020-8-13","葱头","1.45"
"2020-8-20","丝瓜","3.6"
"2020-8-19","油菜","3.8"
"2020-8-19","洋白菜","2.9"
"2020-8-19","菠菜","8.8"
"2020-8-19","生菜","3.8"
"2020-8-19","小白菜","3.8"
"2020-8-19","大白菜","1.7"
"2020-8-18","茭白","8.2"
"2020-8-18","丝瓜","3.2"
"2020-8-18","莲藕","6.8"
"2020-8-18","芋头","4.9"
"2020-8-18","胡萝卜","4.2"
"2020-8-18","菠菜","8.9"
"2020-8-18","茄子","3"
"2020-8-18","西兰花","8.5"
"2020-8-18","莴笋","2.7"
"2020-8-18","大葱","2.9"
"2020-8-18","洋白菜","2.9"
"2020-8-18","条形辣椒干（小米椒）","9"
"2020-8-18","南瓜","1.5"
"2020-8-18","苦瓜","2.9"
"2020-8-18","蒜薹","4.9"
"2020-8-18","黄瓜","2.7"
"2020-8-18","生姜","14.3"
"2020-8-18","韭菜","6.5"
"2020-8-20","生姜","14.25"
"2020-8-20","韭菜","6.75"
"2020-8-20","平菇","11"
"2020-8-20","红萝卜","3.05"
"2020-8-20","油菜","3.9"
"2020-8-20","冬瓜","1.75"
"2020-8-20","大蒜","4.95"
"2020-8-20","芋头","4.9"
"2020-8-20","山药","4.25"
"2020-8-20","木耳","6.8"
"2020-8-20","西葫芦","2.75"
"2020-8-20","白萝卜","2.7"
"2020-8-20","小白菜","3.7"
"2020-8-20","茄子","2.75"
"2020-8-20","蒜薹","4.95"
"2020-8-20","葱头","1.4"
"2020-8-20","大白菜","1.8"
"2020-8-20","条形辣椒干（小米椒）","9"
"2020-8-20","西兰花","8.75"
"2020-8-20","菜花","4.45"
"2020-8-20","茭白","8.3"
"2020-8-20","胡萝卜","3.2"
"2020-8-20","南瓜","1.6"
"2020-8-20","生菜","4.25"
"2020-8-20","豆角","5.15"
"2020-8-21","小白菜","3.9"
"2020-8-21","条形辣椒干（小米椒）","9.1"
"2020-8-21","茭白","8.3"
"2020-8-21","莲藕","5.5"
"2020-8-21","葱头","1.2"
"2020-8-21","西瓜","2.2"
"2020-8-21","冬瓜","1.4"
"2020-8-21","南瓜","1.1"
"2020-8-21","山药","4.7"
"2020-8-21","平菇","12.5"
"2020-8-21","西葫芦","4.7"
"2020-8-20","豇豆","5.3"
"2020-8-20","西红柿","2.85"
"2020-8-20","香菇","11.7"
"2020-8-20","苦瓜","3.3"
"2020-8-20","莲藕","6.75"
"2020-8-20","芹菜","4.35"
"2020-8-20","西瓜","2.2"
"2020-8-20","菠菜","8.8"
"2020-8-20","青椒","6.7"
"2020-8-20","莴笋","2.8"
"2020-8-20","大葱","2.85"
"2020-8-20","土豆","2.3"
"2020-8-20","洋白菜","2.75"
"2020-8-20","黄瓜","2.75"
"2020-8-21","红萝卜","3.3"
"2020-8-21","胡萝卜","4.7"
"2020-8-21","洋白菜","1.8"
"2020-8-21","豇豆","5.8"
"2020-8-21","大白菜","1.4"
"2020-8-21","木耳","7.8"
"2020-8-21","茄子","3.3"
"2020-8-21","大蒜","5.7"
"2020-8-21","生菜","3.7"
"2020-8-21","豆角","6.7"
"2020-8-21","香菇","13.5"
"2020-8-21","白萝卜","1.4"
"2020-8-21","丝瓜","5.3"
"2020-8-21","青椒","5.9"
"2020-8-21","蒜薹","5.7"
"2020-8-21","芹菜","3.1"
"2020-8-21","生姜","18.3"
"2020-8-21","土豆","2.1"
"2020-8-21","菠菜","9.3"
"2020-8-21","菜花","4.9"
"2020-8-21","大葱","3.8"
"2020-8-21","油菜","4.1"
"2020-8-21","苦瓜","2.8"
"2020-8-21","西红柿","4.4"
"2020-8-21","韭菜","5.8"
"2020-8-24","茭白","8.1"
"2020-8-24","莲藕","5.8"
"2020-8-24","土豆","2.1"
"2020-8-24","白萝卜","2.5"
"2020-8-24","豆角","6.4"
"2020-8-24","茄子","4.2"
"2020-8-24","冬瓜","1.3"
"2020-8-24","山药","4.8"
"2020-8-24","红萝卜","3.3"
"2020-8-24","菠菜","9"
"2020-8-24","苦瓜","4.6"
"2020-8-24","豇豆","6.2"
"2020-8-24","西葫芦","4.7"
"2020-8-24","芹菜","3.5"
"2020-8-24","洋白菜","1.7"
"2020-8-24","丝瓜","6"
"2020-8-24","生姜","17.9"
"2020-8-24","生菜","3.9"
"2020-8-24","木耳","7.6"
"2020-8-24","平菇","12.5"
"2020-8-24","芋头","4.4"
"2020-8-21","黄瓜","3.7"
"2020-8-21","西兰花","7.8"
"2020-8-21","莴笋","4.8"
"2020-8-21","芋头","5.3"
"2020-8-25","香菇","13.6"
"2020-8-25","条形辣椒干（小米椒）","8.9"
"2020-8-25","白萝卜","2.4"
"2020-8-25","油菜","4.1"
"2020-8-25","冬瓜","1.5"
"2020-8-25","西葫芦","4.3"
"2020-8-24","南瓜","1.1"
"2020-8-24","西兰花","7.5"
"2020-8-24","韭菜","6"
"2020-8-24","条形辣椒干（小米椒）","8.7"
"2020-8-24","西红柿","4.4"
"2020-8-24","小白菜","5.1"
"2020-8-24","大白菜","1.8"
"2020-8-24","西瓜","2.3"
"2020-8-24","大葱","4"
"2020-8-24","油菜","4"
"2020-8-24","蒜薹","5.8"
"2020-8-24","葱头","1.6"
"2020-8-24","菜花","5.1"
"2020-8-24","莴笋","2.5"
"2020-8-24","大蒜","5.8"
"2020-8-24","胡萝卜","4.9"
"2020-8-24","香菇","13.8"
"2020-8-24","黄瓜","4"
"2020-8-24","青椒","5.6"
"2020-8-25","菠菜","9.2"
"2020-8-25","平菇","12.5"
"2020-8-25","大蒜","5.9"
"2020-8-25","生姜","17.5"
"2020-8-25","土豆","2.1"
"2020-8-25","胡萝卜","4.9"
"2020-8-25","小白菜","5.1"
"2020-8-25","黄瓜","3.9"
"2020-8-25","茄子","3.9"
"2020-8-25","韭菜","5.7"
"2020-8-25","木耳","7.7"
"2020-8-25","山药","4.9"
"2020-8-25","豆角","6.4"
"2020-8-25","大葱","4.2"
"2020-8-25","丝瓜","6.2"
"2020-8-25","青椒","5.5"
"2020-8-25","芹菜","3.6"
"2020-8-25","豇豆","6.1"
"2020-8-25","洋白菜","1.7"
"2020-8-25","大白菜","1.8"
"2020-8-25","西红柿","4.7"
"2020-8-25","蒜薹","5.7"
"2020-8-25","菜花","4.7"
"2020-8-25","茭白","8.3"
"2020-8-25","西瓜","2.4"
"2020-8-27","大葱","3.5"
"2020-8-27","芋头","4.3"
"2020-8-27","韭菜","6.3"
"2020-8-27","大白菜","1.7"
"2020-8-27","生菜","4.9"
"2020-8-27","洋白菜","2.7"
"2020-8-27","黄瓜","4.7"
"2020-8-27","条形辣椒干（小米椒）","8.9"
"2020-8-27","冬瓜","1.6"
"2020-8-27","蒜薹","5.9"
"2020-8-27","红萝卜","4.2"
"2020-8-27","青椒","3.5"
"2020-8-27","生姜","17.7"
"2020-8-27","油菜","4"
"2020-8-27","山药","4.6"
"2020-8-27","大蒜","5.8"
"2020-8-25","南瓜","1.25"
"2020-8-25","苦瓜","4.4"
"2020-8-25","西兰花","7.5"
"2020-8-25","莴笋","2.3"
"2020-8-25","芋头","4.4"
"2020-8-25","生菜","3.7"
"2020-8-25","莲藕","6"
"2020-8-25","葱头","1.6"
"2020-8-25","红萝卜","3.2"
"2020-8-28","大白菜","1.7"
"2020-8-27","豆角","6.4"
"2020-8-27","南瓜","1.4"
"2020-8-27","菠菜","6"
"2020-8-27","豇豆","8.8"
"2020-8-27","西瓜","2.2"
"2020-8-27","西葫芦","4.3"
"2020-8-27","茄子","3.5"
"2020-8-27","西兰花","7.3"
"2020-8-27","茭白","7.9"
"2020-8-27","莴笋","7.9"
"2020-8-27","芹菜","3.9"
"2020-8-27","葱头","1.4"
"2020-8-27","白萝卜","2.9"
"2020-8-27","小白菜","5"
"2020-8-27","丝瓜","5.1"
"2020-8-27","木耳","7.9"
"2020-8-27","西红柿","4"
"2020-8-27","胡萝卜","4.5"
"2020-8-27","苦瓜","3.9"
"2020-8-27","莲藕","5.9"
"2020-8-27","土豆","2"
"2020-8-27","香菇","13.8"
"2020-8-27","平菇","7.8"
"2020-8-27","菜花","4.4"
"2020-8-28","南瓜","1.4"
"2020-8-28","黄瓜","4.9"
"2020-8-28","白萝卜","3"
"2020-8-28","芹菜","3.7"
"2020-8-28","木耳","8"
"2020-8-28","蒜薹","6"
"2020-8-28","红萝卜","4.4"
"2020-8-28","茄子","3.7"
"2020-8-28","韭菜","6.4"
"2020-8-28","西兰花","7.4"
"2020-8-28","生姜","17.9"
"2020-8-28","平菇","7.9"
"2020-8-28","冬瓜","1.6"
"2020-8-28","苦瓜","4.1"
"2020-8-28","菠菜","6.1"
"2020-8-28","条形辣椒干（小米椒）","9"
"2020-8-28","大葱","3.7"
"2020-8-28","豇豆","8.9"
"2020-8-28","葱头","1.4"
"2020-8-28","土豆","2"
"2020-8-28","胡萝卜","4.7"
"2020-8-28","生菜","5"
"2020-8-28","小白菜","5.1"
"2020-8-28","茭白","8.1"
"2020-8-28","大蒜","5.9"
"2020-8-31","白萝卜","2.9"
"2020-8-31","西瓜","1.9"
"2020-8-31","莴笋","4.1"
"2020-8-31","芹菜","4.3"
"2020-8-31","大白菜","1.8"
"2020-8-31","生菜","4.8"
"2020-8-31","冬瓜","1.6"
"2020-8-31","蒜薹","6.3"
"2020-8-31","韭菜","6.4"
"2020-8-31","油菜","4.2"
"2020-8-31","洋白菜","2.5"
"2020-8-28","西瓜","2.3"
"2020-8-28","莲藕","6.1"
"2020-8-28","山药","4.7"
"2020-8-28","油菜","4.1"
"2020-8-28","豆角","6.5"
"2020-8-28","西葫芦","4.4"
"2020-8-28","青椒","3.7"
"2020-8-28","菜花","4.6"
"2020-8-28","芋头","4.5"
"2020-8-28","西红柿","4.2"
"2020-8-28","莴笋","3.7"
"2020-8-28","洋白菜","2.8"
"2020-8-28","香菇","13.9"
"2020-8-28","丝瓜","5.2"
"2020-8-31","土豆","2.3"
"2020-8-31","西葫芦","4.3"
"2020-8-31","芋头","4.8"
"2020-8-31","菠菜","6.7"
"2020-8-31","豆角","6.5"
"2020-8-31","小白菜","4.5"
"2020-8-31","平菇","8.5"
"2020-8-31","丝瓜","5.5"
"2020-8-31","胡萝卜","4.5"
"2020-8-31","红萝卜","4"
"2020-8-31","豇豆","7.5"
"2020-8-31","苦瓜","4.3"
"2020-8-31","茄子","3.9"
"2020-8-31","山药","4.6"
"2020-8-31","黄瓜","3.7"
"2020-8-31","西兰花","7.2"
"2020-8-31","条形辣椒干（小米椒）","8.7"
"2020-8-31","西红柿","4.2"
"2020-8-31","葱头","1.5"
"2020-8-31","木耳","8.3"
"2020-8-31","南瓜","1.4"
"2020-8-31","菜花","4.2"
"2020-8-31","大蒜","6.1"
"2020-8-31","生姜","17.5"
"2020-8-31","大葱","3.4"
"2020-9-1","黄瓜","3.1"
"2020-9-1","葱头","1.4"
"2020-9-1","青椒","3.9"
"2020-9-1","白萝卜","2.2"
"2020-9-1","西红柿","3.1"
"2020-9-1","莲藕","6.1"
"2020-9-1","芋头","4.8"
"2020-9-1","韭菜","6.8"
"2020-9-1","茭白","7.7"
"2020-9-1","菜花","3.4"
"2020-9-1","山药","4.1"
"2020-9-1","胡萝卜","3.7"
"2020-9-1","大白菜","1.8"
"2020-9-1","豇豆","7.7"
"2020-9-1","红萝卜","3.3"
"2020-9-1","生姜","17.5"
"2020-9-1","西葫芦","2.9"
"2020-9-1","条形辣椒干（小米椒）","6.7"
"2020-9-1","生菜","4.5"
